,make,year,mileage,state,mpgCity,mpgHighway,engineCylinderCount,fuel,driveTrain,exteriorColor,interiorColor,numberOfKeys,doors,seating,AC,PowerWindows,CDPlayer,PowerLocks,TiltWheel,PowerSeats,imperfections,EngineDesc_Transformed,Transmission_Transformed,Bluetooth,Rear View Camera,price
8989,3,2018.0,29380.0,6,15.0,21.0,8.0,3,3,14,1,2.0,4.0,4.0,1,1,1,1,1,1,1.3862943611198906,6,0,1,1,10.968043105074278
8990,27,2015.0,40932.0,8,31.0,40.0,4.0,3,4,1,5,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,1,1,1,9.79762691183662
8991,10,2016.0,77143.0,5,27.0,35.0,4.0,3,4,2,1,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,0,0,9.615205300012315
8992,11,2018.0,41686.0,6,26.0,30.0,4.0,3,4,6,1,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,0,0,1,10.149996006155071
8993,6,2020.0,14524.0,6,23.031790022823607,30.983698752954602,8.0,3,2,14,2,2.0,4.0,6.0,1,1,0,1,1,1,1.3862943611198906,6,0,1,1,11.097273648073832
8994,6,2019.0,31095.0,6,17.0,22.0,8.0,3,0,14,3,2.0,4.0,6.0,1,1,0,1,0,1,1.3862943611198906,6,0,0,1,10.645210588588755
8995,18,2016.0,1447.0,8,24.0,30.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,0,1,0,9.951849053414007
8996,17,2017.0,47854.0,8,21.0,28.0,4.0,3,2,14,1,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,0,0,0,10.085434038999999
8997,18,2022.0,6936.0,20,27.0,37.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,10.54510456855174
8998,6,2018.0,62645.0,8,23.031790022823607,30.983698752954602,4.0,3,4,14,1,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,1,0,1,1,10.025306875857222
8999,4,2014.0,87795.0,8,25.0,33.0,4.0,3,4,14,2,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,1,1,9.79762691183662
9000,24,2013.0,46469.0,5,25.0,31.0,4.0,3,3,14,3,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,0,9.851720461714246
9001,13,2011.0,92313.0,8,21.0,27.0,4.0,3,2,12,1,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,0,9.716615658643356
9002,32,2019.0,25358.0,8,28.0,36.0,4.0,3,3,1,0,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,3,1,1,10.126271039034782
9003,27,2018.0,71695.0,14,29.0,37.0,4.0,3,4,11,1,2.0,4.0,5.0,1,1,1,1,1,0,1.791759469228055,1,1,0,1,9.79762691183662
9004,4,2014.0,10847.0,8,25.0,33.0,4.0,3,4,11,1,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,9.998388557730848
9005,6,2016.0,47353.0,8,22.0,32.0,4.0,3,4,14,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,1,1,9.932609366108146
9006,18,2015.0,54172.0,8,26.0,39.0,4.0,3,4,12,3,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,0,9.679781342959442
9007,35,2017.0,78326.0,8,23.0,34.0,4.0,3,4,14,1,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,1,9.775142686598905
9008,6,2015.0,56880.0,14,26.0,34.0,4.0,3,3,1,1,2.0,4.0,5.0,1,1,0,1,0,0,1.0986122886681098,1,0,1,1,9.79762691183662
9009,14,2013.0,54302.0,8,28.0,38.0,4.0,3,4,6,1,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,0,0,9.740439071085758
9010,1,2020.0,13382.0,13,22.0,29.0,4.0,3,6,1,6,2.0,4.0,5.0,1,1,0,1,0,1,1.6094379124341003,1,0,1,1,10.596409707779776
9011,11,2018.0,40074.0,17,26.0,30.0,4.0,3,4,11,1,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,1,0,1,1,10.165505603232393
9012,11,2016.0,66492.0,21,15.0,22.0,6.0,3,3,12,1,2.0,4.0,7.0,1,1,1,1,0,1,1.3862943611198906,5,0,0,1,10.30865261563529
9013,35,2012.0,71387.0,13,18.0,26.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,1,1,0,0,1.6094379124341003,1,3,1,0,9.679781342959442
9014,13,2015.0,84388.0,13,26.0,35.0,4.0,3,4,12,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,1,1,1,9.903037451255743
9015,15,2015.0,79291.0,21,20.0,29.0,6.0,3,6,6,1,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,0,1,10.085434038999999
9016,32,2015.0,56687.0,0,26.0,33.0,4.0,3,3,11,8,2.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,0,0,1,10.042858113983936
9017,30,2019.0,37645.0,17,15.0,21.0,8.0,3,2,1,1,2.0,4.0,5.0,1,1,0,1,1,1,1.9459101490553132,6,0,0,1,10.645210588588755
9018,14,2018.0,59840.0,8,28.0,37.0,4.0,3,4,6,3,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,1,9.882825556088033
9019,27,2018.0,99766.0,14,25.0,32.0,4.0,3,3,6,1,2.0,4.0,5.0,1,1,1,1,1,1,1.0986122886681098,1,1,1,1,9.998388557730848
9020,13,2013.0,62787.0,14,28.0,35.0,4.0,3,4,2,5,1.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,0,0,0,9.740439071085758
9021,13,2016.0,44901.0,0,26.0,35.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,1,1,1,10.068620562346831
9022,34,2014.0,55021.0,8,18.0,25.0,6.0,3,4,12,3,2.0,4.0,7.0,1,1,1,1,1,1,1.3862943611198906,5,0,0,1,10.126271039034782
9023,27,2014.0,88088.0,18,27.0,38.0,4.0,3,4,6,3,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,1,0,0,9.654449103676551
9024,10,2015.0,39904.0,18,19.0,29.0,6.0,3,4,12,0,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,0,1,9.882825556088033
9025,4,2019.0,36292.0,8,26.0,31.0,4.0,3,4,14,1,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,1,0,0,1,10.025306875857222
9026,6,2015.0,71183.0,8,22.0,32.0,4.0,3,4,12,5,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,0,0,1,9.903037451255743
9027,35,2017.0,37951.0,8,20.0,24.0,4.0,3,3,1,1,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,1,10.025306875857222
9028,13,2013.0,38391.0,8,28.0,35.0,4.0,3,4,11,1,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,0,0,9.740439071085758
9029,13,2014.0,88093.0,8,30.0,39.0,4.0,3,4,6,1,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,1,1,1,9.740439071085758
9030,25,2014.0,42035.0,17,20.0,27.0,6.0,3,3,6,1,2.0,4.0,5.0,1,1,1,1,1,1,2.1972245773362196,5,0,1,1,10.11013580132114
9031,25,2013.0,25453.0,6,17.0,25.0,8.0,3,6,11,0,2.0,2.0,2.0,1,1,1,1,1,1,1.3862943611198906,6,0,1,1,10.85110251765231
9032,8,2017.0,48251.0,17,17.0,25.0,6.0,3,4,11,1,2.0,4.0,5.0,1,1,1,1,1,1,1.9459101490553132,5,0,1,1,10.085434038999999
9033,27,2018.0,56297.0,17,25.0,32.0,4.0,3,3,12,1,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,1,0,1,10.068620562346831
9034,12,2022.0,13826.0,6,22.0,28.0,4.0,3,3,1,1,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,1,0,1,1,10.950648639613158
9035,10,2018.0,91884.0,8,26.0,38.0,4.0,3,4,2,1,1.0,4.0,5.0,1,1,0,1,1,0,2.0794415416798357,1,0,1,1,9.654449103676551
9036,4,2017.0,82605.0,17,22.0,29.0,4.0,3,4,1,0,2.0,4.0,5.0,1,1,0,1,0,1,1.3862943611198906,1,0,1,1,10.025306875857222
9037,5,2019.0,21012.0,17,19.0,26.0,6.0,3,4,1,0,2.0,4.0,5.0,1,1,0,1,1,1,1.791759469228055,5,0,1,1,10.491024186183038
9038,14,2013.0,66611.0,8,28.0,38.0,4.0,3,4,12,1,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,1,0,9.716615658643356
9039,14,2015.0,45945.0,13,23.0,32.0,4.0,3,4,14,1,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,1,1,9.951849053414007
9040,7,2010.0,90766.0,13,13.0,19.0,8.0,3,6,1,3,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,6,0,0,0,10.085434038999999
9041,27,2019.0,44508.0,8,27.0,37.0,4.0,3,4,11,1,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,1,1,1,10.11013580132114
9042,14,2016.0,45882.0,17,28.0,36.0,4.0,3,4,2,1,1.0,3.0,4.0,1,1,1,1,1,0,1.6094379124341003,1,0,0,1,9.830432871630217
9043,11,2016.0,102324.0,17,15.0,22.0,6.0,3,4,14,1,2.0,4.0,8.0,1,1,1,1,1,0,1.3862943611198906,5,0,1,1,9.932609366108146
9044,14,2013.0,76066.0,8,27.0,37.0,4.0,3,4,12,1,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,0,9.679781342959442
9045,10,2019.0,45627.0,14,22.0,29.0,4.0,3,4,1,3,2.0,4.0,5.0,1,1,0,1,1,0,1.6094379124341003,1,0,0,1,10.11013580132114
9046,13,2014.0,53782.0,1,22.0,30.0,4.0,3,3,12,3,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,1,9.951849053414007
9047,24,2021.0,168.0,13,25.0,31.0,4.0,3,3,2,1,2.0,4.0,5.0,1,1,0,1,1,1,0.6931471805599453,1,0,0,0,10.39179145561983
9048,6,2017.0,82434.0,1,24.0,34.0,4.0,3,4,2,3,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,0,1,1,9.679781342959442
9049,20,2012.0,90600.0,2,43.0,40.0,4.0,4,4,14,0,1.0,4.0,5.0,1,1,1,1,1,1,0.6931471805599453,1,1,0,0,9.903037451255743
9050,11,2017.0,44421.0,13,21.0,25.0,4.0,3,3,4,1,1.0,4.0,7.0,1,1,0,1,0,0,1.6094379124341003,1,0,0,1,10.239638308916676
9051,7,2017.0,77102.0,8,18.0,27.0,6.0,3,3,1,1,2.0,4.0,5.0,1,1,0,1,0,1,1.791759469228055,5,0,1,1,10.11013580132114
9052,18,2017.0,42599.0,17,18.0,25.0,6.0,3,4,1,1,2.0,4.0,7.0,1,1,1,1,0,1,1.6094379124341003,5,0,0,1,10.30865261563529
9053,6,2018.0,46285.0,17,27.0,36.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,0,1,1,1,1.6094379124341003,1,0,0,1,10.025306875857222
9054,18,2017.0,49843.0,0,25.0,34.0,4.0,3,4,14,1,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,3,0,0,9.740439071085758
9055,10,2013.0,61585.0,14,42.0,37.0,4.0,4,4,1,1,2.0,4.0,5.0,1,1,1,1,1,1,1.0986122886681098,1,1,0,0,9.740439071085758
9056,35,2017.0,56573.0,5,28.0,38.0,4.0,3,4,14,1,2.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,0,0,1,9.851720461714246
9057,34,2020.0,10879.0,17,18.0,22.0,6.0,3,2,1,3,2.0,4.0,5.0,1,1,0,1,0,0,1.6094379124341003,5,0,0,1,10.645210588588755
9058,13,2012.0,84158.0,8,22.0,30.0,4.0,3,3,14,0,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,1,1,9.882825556088033
9059,18,2017.0,40299.0,8,27.0,36.0,4.0,3,4,11,0,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,0,0,9.775142686598905
9060,17,2012.0,85153.0,8,16.0,23.0,6.0,2,2,1,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,0,1,9.851720461714246
9061,34,2014.0,48516.0,5,24.0,31.0,4.0,3,4,12,5,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,1,10.025306875857222
9062,13,2010.0,86425.0,8,21.0,27.0,4.0,3,2,6,0,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,0,0,9.740439071085758
9063,34,2015.0,86234.0,8,22.0,29.0,4.0,3,3,1,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,10.068620562346831
9064,6,2015.0,77202.0,0,16.0,23.0,6.0,3,4,12,1,2.0,4.0,7.0,1,1,1,1,1,1,1.0986122886681098,5,0,1,1,10.126271039034782
9065,35,2018.0,47975.0,8,21.0,27.0,4.0,3,3,2,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,1,1,10.203258756085228
9066,18,2018.0,56873.0,18,29.0,37.0,4.0,3,4,4,1,2.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,0,0,1,9.775142686598905
9067,0,2015.0,80180.0,1,24.0,35.0,4.0,3,4,3,0,1.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,1,0,0,1,9.998388557730848
9068,14,2013.0,54378.0,18,20.0,26.0,4.0,3,3,12,3,1.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,1,1,9.903037451255743
9069,13,2011.0,27059.0,6,23.0,34.0,4.0,3,4,6,3,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,1,0,9.951849053414007
9070,17,2019.0,34087.0,8,23.031790022823607,30.983698752954602,4.0,3,2,14,1,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,1,0,0,1,10.203258756085228
9071,34,2022.0,8999.0,13,31.0,40.0,4.0,3,4,14,3,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,1,1,1,10.239638308916676
9072,24,2018.0,10797.0,0,26.0,35.0,4.0,3,4,2,1,2.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,0,1,1,10.126271039034782
9073,18,2015.0,101783.0,0,23.0,31.0,4.0,3,4,12,5,1.0,4.0,5.0,1,1,1,1,1,0,0.6931471805599453,1,0,0,0,9.615205300012315
9074,6,2016.0,55049.0,17,22.0,32.0,4.0,3,4,14,2,1.0,4.0,5.0,1,1,1,1,1,0,0.6931471805599453,1,0,1,1,9.998388557730848
9075,6,2017.0,74195.0,17,20.0,28.0,4.0,3,3,6,1,1.0,4.0,5.0,1,0,1,1,1,1,0.6931471805599453,1,0,0,1,9.932609366108146
9076,18,2019.0,73289.0,18,25.0,30.0,4.0,3,4,11,1,1.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,0,0,1,9.882825556088033
9077,35,2016.0,58712.0,8,25.0,36.0,4.0,3,4,2,1,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,1,9.932609366108146
9078,35,2021.0,4069.0,8,21.0,27.0,4.0,3,3,6,1,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,1,0,0,1,10.43385106267516
9079,31,2016.0,48462.0,5,31.0,41.0,4.0,3,4,11,1,1.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,0,0,1,9.740439071085758
9080,26,2015.0,13924.0,14,37.0,44.0,3.0,3,4,12,1,2.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,0,0,0,0,9.740439071085758
9081,10,2019.0,36676.0,8,23.0,29.0,4.0,3,2,3,1,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,1,0,1,1,10.068620562346831
9082,30,2017.0,22641.0,8,15.0,21.0,8.0,3,2,11,3,2.0,4.0,6.0,1,1,0,1,1,0,1.3862943611198906,6,0,0,0,10.422013452928306
9083,4,2017.0,95286.0,1,25.0,33.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,1,0,1,1,9.851720461714246
9084,6,2015.0,60813.0,8,26.0,34.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,0,1,0,1,1.3862943611198906,1,0,1,1,9.79762691183662
9085,10,2014.0,76480.0,21,17.0,23.0,6.0,2,0,14,3,1.0,4.0,6.0,1,1,1,1,1,1,1.3862943611198906,5,0,1,1,10.225244911570808
9086,8,2017.0,91834.0,5,17.0,25.0,6.0,3,4,6,1,2.0,4.0,7.0,1,1,1,1,0,0,1.3862943611198906,5,0,1,0,9.851720461714246
9087,10,2016.0,78663.0,8,23.0,32.0,4.0,3,4,6,1,2.0,4.0,5.0,1,1,1,1,0,1,1.3862943611198906,1,0,0,1,9.79762691183662
9088,30,2017.0,48379.0,17,16.0,23.0,6.0,2,2,6,3,1.0,4.0,6.0,1,1,0,1,1,0,0.6931471805599453,5,0,0,0,10.373209892223665
9089,35,2014.0,59012.0,1,30.0,40.0,4.0,0,4,11,0,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,1,1,9.851720461714246
9090,27,2015.0,75426.0,8,23.0,28.0,4.0,3,4,11,1,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,1,0,1,9.740439071085758
9091,6,2014.0,86072.0,17,26.0,38.0,4.0,3,4,12,5,2.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,0,0,9.615205300012315
9092,13,2013.0,104529.0,17,28.0,39.0,4.0,3,4,6,1,1.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,0,1,9.654449103676551
9093,27,2015.0,86782.0,0,21.0,28.0,6.0,3,3,6,1,2.0,4.0,5.0,1,1,1,1,1,1,1.0986122886681098,5,1,0,0,9.932609366108146
9094,34,2010.0,76889.0,5,19.0,28.0,6.0,3,4,11,0,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,1,1,9.775142686598905
9095,6,2017.0,24861.0,8,25.0,33.0,4.0,3,4,12,1,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,1,0,0,1,9.903037451255743
9096,6,2019.0,26984.0,8,25.0,30.0,4.0,3,3,2,1,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,1,0,1,1,10.203258756085228
9097,11,2013.0,55980.0,5,22.0,32.0,4.0,3,0,11,1,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,9.903037451255743
9098,15,2018.0,39315.0,17,19.0,26.0,6.0,3,3,2,1,2.0,4.0,7.0,1,1,1,1,1,0,1.0986122886681098,5,3,1,1,10.43385106267516
9099,18,2016.0,7960.0,8,26.0,39.0,4.0,3,4,6,3,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,1,9.903037451255743
9100,21,2016.0,78902.0,8,22.0,33.0,4.0,3,4,6,0,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,1,1,9.951849053414007
9101,10,2015.0,42825.0,17,20.0,30.0,4.0,3,0,1,1,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,1,9.951849053414007
9102,18,2013.0,79868.0,5,24.0,35.0,4.0,3,4,14,3,1.0,4.0,5.0,1,1,1,1,1,1,1.0986122886681098,1,0,1,0,9.716615658643356
9103,6,2014.0,46103.0,1,26.0,38.0,4.0,3,4,2,1,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,0,0,9.716615658643356
9104,34,2021.0,17471.0,6,18.0,22.0,6.0,3,2,12,1,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,5,0,1,1,10.645210588588755
9105,24,2013.0,91131.0,21,26.0,32.0,4.0,3,4,12,1,2.0,4.0,5.0,1,1,1,1,0,1,1.791759469228055,1,0,0,1,9.79762691183662
9106,27,2020.0,22529.0,6,27.0,37.0,4.0,3,4,1,1,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,1,1,1,10.203258756085228
9107,10,2019.0,10690.0,8,21.0,32.0,4.0,3,6,2,1,1.0,2.0,4.0,1,1,1,1,1,0,1.6094379124341003,1,3,1,1,10.30865261563529
9108,11,2017.0,45591.0,17,21.0,31.0,4.0,3,6,4,1,2.0,4.0,5.0,1,1,1,1,1,0,1.791759469228055,1,0,1,1,10.042858113983936
9109,13,2012.0,77532.0,8,23.0,34.0,4.0,3,4,1,0,2.0,4.0,5.0,1,1,1,1,1,1,1.791759469228055,1,0,0,0,9.740439071085758
9110,11,2015.0,86370.0,17,17.0,24.0,6.0,3,4,0,2,2.0,4.0,7.0,1,1,1,1,1,1,1.6094379124341003,5,0,1,1,10.042858113983936
9111,4,2017.0,58671.0,0,24.0,30.0,4.0,3,3,3,1,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,1,0,0,1,9.998388557730848
9112,10,2012.0,33464.0,17,18.0,25.0,8.0,3,6,11,1,2.0,2.0,4.0,1,1,1,1,1,0,1.6094379124341003,6,0,0,0,10.30865261563529
9113,15,2014.0,97337.0,8,16.0,22.0,6.0,3,3,12,1,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,5,0,1,1,9.998388557730848
9114,10,2016.0,71883.0,17,22.0,30.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,1,1,9.951849053414007
9115,10,2014.0,40221.0,17,26.0,37.0,4.0,2,4,12,1,1.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,1,0,9.716615658643356
9116,22,2015.0,31518.0,8,26.0,35.0,4.0,3,4,6,1,2.0,2.0,4.0,1,1,1,0,1,0,1.0986122886681098,1,3,1,0,10.11013580132114
9117,35,2015.0,93183.0,17,30.0,42.0,4.0,0,4,6,1,1.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,1,1,9.740439071085758
9118,34,2012.0,36789.0,0,26.0,34.0,4.0,3,4,11,1,2.0,4.0,5.0,1,1,1,1,1,0,1.9459101490553132,1,0,1,0,9.79762691183662
9119,27,2014.0,55140.0,17,27.0,38.0,4.0,3,4,3,1,1.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,1,1,1,9.775142686598905
9120,27,2018.0,66070.0,8,25.0,32.0,4.0,3,4,12,1,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,1,0,1,9.951849053414007
9121,24,2017.0,72960.0,17,24.0,34.0,4.0,3,4,11,1,2.0,4.0,5.0,1,1,0,1,0,0,1.6094379124341003,1,3,1,1,9.932609366108146
9122,14,2014.0,42868.0,5,24.0,35.0,4.0,3,4,11,0,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,1,1,9.775142686598905
9123,34,2017.0,62876.0,13,24.0,33.0,4.0,3,4,6,3,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,1,1,9.998388557730848
9124,18,2016.0,60684.0,5,25.0,37.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,3,1,0,9.679781342959442
9125,25,2014.0,79983.0,5,21.0,30.0,6.0,3,6,14,1,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,5,0,0,1,10.042858113983936
9126,14,2011.0,85112.0,17,22.0,31.0,4.0,3,0,1,1,2.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,1,1,9.654449103676551
9127,10,2010.0,42083.0,17,16.0,24.0,8.0,3,6,2,1,1.0,2.0,4.0,1,1,0,1,1,1,0.6931471805599453,6,0,0,0,10.165505603232393
9128,6,2019.0,28793.0,1,16.0,21.0,8.0,3,2,1,1,1.0,4.0,7.0,1,1,0,1,1,1,1.6094379124341003,6,0,1,1,11.044376776784246
9129,4,2017.0,49183.0,17,23.031790022823607,30.983698752954602,4.0,3,4,6,1,2.0,4.0,5.0,1,1,0,1,1,1,1.6094379124341003,1,0,0,1,9.998388557730848
9130,3,2015.0,61384.0,5,23.0,34.0,4.0,3,6,1,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,1,1,10.126271039034782
9131,3,2014.0,54931.0,5,23.0,35.0,4.0,3,6,14,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,0,9.998388557730848
9132,20,2012.0,94956.0,17,19.0,28.0,6.0,3,4,14,1,2.0,4.0,5.0,1,1,0,1,1,1,1.6094379124341003,5,0,0,1,9.882825556088033
9133,27,2017.0,72488.0,5,20.0,27.0,6.0,3,4,11,0,1.0,4.0,6.0,1,1,1,1,1,0,1.3862943611198906,5,1,1,1,10.042858113983936
9134,14,2015.0,10663.0,13,28.0,38.0,4.0,3,4,2,3,1.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,0,0,9.882825556088033
9135,0,2013.0,96509.0,13,16.0,21.0,6.0,3,3,12,1,2.0,4.0,7.0,1,1,1,1,0,1,1.3862943611198906,5,0,0,1,9.951849053414007
9136,17,2014.0,70873.0,6,22.0,27.0,4.0,3,0,12,1,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,1,0,0,9.716615658643356
9137,10,2014.0,82501.0,1,22.0,30.0,4.0,3,0,11,0,1.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,0,1,9.740439071085758
9138,14,2017.0,76837.0,1,28.0,35.0,4.0,3,4,12,1,2.0,3.0,4.0,1,1,0,1,1,0,1.3862943611198906,1,0,1,1,9.740439071085758
9139,17,2019.0,30417.0,1,18.0,25.0,6.0,3,2,14,1,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,5,0,1,1,10.645210588588755
9140,10,2016.0,79380.0,17,17.0,24.0,6.0,3,3,14,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,4,0,1,1,10.165505603232393
9141,14,2017.0,77850.0,5,28.0,37.0,4.0,3,4,1,3,2.0,4.0,5.0,0,0,0,0,1,0,1.3862943611198906,1,0,1,1,9.775142686598905
9142,32,2017.0,66552.0,1,28.0,38.0,4.0,3,3,14,1,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,1,1,1,9.951849053414007
9143,15,2011.0,78731.0,1,18.0,25.0,6.0,3,3,14,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,1,1,9.830432871630217
9144,10,2017.0,51185.0,1,21.0,31.0,4.0,3,4,6,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,9.951849053414007
9145,35,2016.0,69807.0,5,25.0,38.0,4.0,3,4,14,1,2.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,0,1,1,9.775142686598905
9146,10,2019.0,33601.0,21,19.0,25.0,6.0,2,0,12,3,1.0,4.0,6.0,1,1,0,1,1,0,1.3862943611198906,5,0,0,1,10.43385106267516
9147,14,2020.0,48831.0,5,31.0,41.0,4.0,3,4,6,1,2.0,4.0,5.0,1,1,0,1,1,0,1.0986122886681098,1,0,1,1,9.951849053414007
9148,13,2012.0,103290.0,17,23.0,34.0,4.0,3,4,6,3,1.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,0,0,9.654449103676551
